num_steps,alpha,beta,num_ranges,range_width,range_sep,volatility,init_price,investor_init_value,final_price,investor_final_value,investor_pnl,net_return,investor_il_abs,investor_il_pct,strategy_total_fees,investor_fees
100,5.0,1.0,20,60,0,0.05,3239.493942086238,82394.93942086239,1807.916477201489,68603.82140103717,-13791.118019825211,-0.16737821663272323,-0.00010300081339664757,-1.512956478558148e-09,1049.3130520429463,524.6565260214697
100,5.0,1.0,20,60,60,0.05,3239.493942086238,82394.93942086239,1807.916477201489,68985.70428479886,-13409.235136063522,-0.162743430971785,-0.00013400131138041615,-1.9683160307439567e-09,1813.078757565327,906.5393787826634
100,5.0,1.0,20,60,240,0.05,3239.493942086238,82394.93942086239,1807.916477201489,69567.65390198278,-12827.28551887961,-0.15568050184926463,-0.00021100147569086403,-3.099354646865465e-09,2976.977837932828,1488.4889189664143
100,2.0,2.0,10,60,0,0.01,3207.8600804163634,82078.60080416364,2854.6683187146286,79745.88615572729,-2332.7146484363475,-0.028420497249972754,-0.0003819981502601877,-4.863326301761644e-09,2398.405173165761,1199.2025865828464
100,2.0,2.0,10,60,60,0.01,3207.8600804163634,82078.60080416364,2854.6683187146286,80133.62384368696,-1944.976960476677,-0.02369651701443254,-0.00038599877734668553,-4.9142594147101046e-09,3173.88054108384,1586.9402705418875
100,2.0,2.0,10,60,240,0.01,3207.8600804163634,82078.60080416364,2854.6683187146286,80028.25610696459,-2050.344697199049,-0.024980258887345008,-0.00025800000003073364,-3.2846708423832447e-09,2963.145323636607,1481.5726618182991
100,2.0,2.0,10,60,0,0.05,3239.493942086238,82394.93942086239,1807.916477201489,68404.9076996135,-13990.031721248888,-0.16979236612809034,-4.799940506927669e-05,-7.050527900866327e-10,651.4857591984315,325.74287959920645
100,2.0,2.0,10,60,60,0.05,3239.493942086238,82394.93942086239,1807.916477201489,68278.078474446,-14116.86094641639,-0.1713316502887312,-5.599985888693482e-05,-8.225697109309208e-10,397.8272928625148,198.9136464312533
100,2.0,2.0,10,60,240,0.05,3239.493942086238,82394.93942086239,1807.916477201489,68379.29162027041,-14015.647800591978,-0.17010325997088138,-7.400113099720329e-05,-1.0869864700164878e-09,600.253548508788,300.1267742543932
100,2.0,2.0,20,60,0,0.05,3239.493942086238,82394.93942086239,1807.916477201489,68603.82140103608,-13791.118019826303,-0.16737821663273644,-0.00010299973655492067,-1.5129406610649326e-09,1049.3130520429463,524.6565260214612
100,2.0,2.0,20,60,60,0.05,3239.493942086238,82394.93942086239,1807.916477201489,68985.70428479834,-13409.235136064046,-0.16274343097179134,-0.00013400078751146793,-1.968308335747257e-09,1813.078757565327,906.5393787826566
100,2.0,2.0,20,60,240,0.05,3239.493942086238,82394.93942086239,1807.916477201489,69567.65390198263,-12827.285518879755,-0.1556805018492663,-0.00021100133017171174,-3.099352509366382e-09,2976.977837932828,1488.4889189664132
